  
  
  
  ,P1: 784_100_10,Q bit: 4
 ,Sample ID, ,3236, , ,5656, , ,7219, , ,7098, , ,3825, , ,521, , ,9886, , ,7389, , ,3064, , ,4544, , ,7773, , ,1340, , ,7894, , ,8463, , ,6930, , ,2898, , ,2190, , ,1866, , ,914, , ,5574, , ,3770, , ,3016, , ,6395, , ,2897, , ,8541, , ,5082, , ,3712, , ,150, , ,2486, , ,3986, 
 , ,OutDiff Interval,Verification Result,Time,OutDiff Interval,Verification Result,Time,OutDiff Interval,Verification Result,Time,OutDiff Interval,Verification Result,Time,OutDiff Interval,Verification Result,Time,OutDiff Interval,Verification Result,Time,OutDiff Interval,Verification Result,Time,OutDiff Interval,Verification Result,Time,OutDiff Interval,Verification Result,Time,OutDiff Interval,Verification Result,Time,OutDiff Interval,Verification Result,Time,OutDiff Interval,Verification Result,Time,OutDiff Interval,Verification Result,Time,OutDiff Interval,Verification Result,Time,OutDiff Interval,Verification Result,Time,OutDiff Interval,Verification Result,Time,OutDiff Interval,Verification Result,Time,OutDiff Interval,Verification Result,Time,OutDiff Interval,Verification Result,Time,OutDiff Interval,Verification Result,Time,OutDiff Interval,Verification Result,Time,OutDiff Interval,Verification Result,Time,OutDiff Interval,Verification Result,Time,OutDiff Interval,Verification Result,Time,OutDiff Interval,Verification Result,Time,OutDiff Interval,Verification Result,Time,OutDiff Interval,Verification Result,Time,OutDiff Interval,Verification Result,Time,OutDiff Interval,Verification Result,Time,OutDiff Interval,Verification Result,Time
Error=1,DRA," [-2.506966, 0.66937286].
",Unknown,1.3560690879821777," [-2.5631967, 0.8828583].
",Unknown,1.4133081436157227," [-2.5058012, 1.164774].
",Unknown,1.3387255668640137," [-3.740128, -0.4681335].
",Unknown,1.3180718421936035," [-1.8235309, 1.0192776].
",Unknown,1.3692960739135742," [-3.2587032, 0.73586494].
",Unknown,1.4055216312408447," [-2.3337116, 0.92991704].
",Unknown,1.383361577987671," [-2.362981, 0.62390995].
",Unknown,1.2915565967559814," [-2.351779, 0.9045253].
",Unknown,1.3420603275299072," [-2.7184515, 0.37727994].
",Unknown,1.3065085411071777," [-4.537269, -1.8526667].
",Unknown,1.2641589641571045," [-2.327582, 1.2359147].
",Unknown,1.2614881992340088," [-2.0964918, 0.3571573].
",Unknown,1.3434064388275146," [-1.4541217, 1.8890609].
",Unknown,1.3550913333892822," [-2.2270167, 1.2395792].
",Unknown,1.3186542987823486," [-2.1740837, 2.0505123].
",Unknown,1.4159653186798096," [-2.0712624, 1.1984978].
",Unknown,1.3703691959381104," [-2.8888397, 0.7139904].
",Unknown,1.3580398559570312," [-2.548947, 0.29343724].
",Unknown,1.407301425933838," [-5.6669645, -2.6500106].
",Unknown,1.282020092010498," [-3.5290496, -0.72831714].
",Unknown,1.4698843955993652," [-5.82358, -3.9001808].
",Unknown,1.3092362880706787," [-2.0145702, 1.1069912].
",Unknown,1.3702187538146973," [-2.328454, 0.78919977].
",Unknown,1.3556773662567139," [-3.3344696, 0.07741768].
",Unknown,1.3024401664733887," [-2.9646642, -0.0055465973].
",Unknown,1.2783503532409668," [-4.7127986, -2.536505].
",Unknown,1.285295009613037," [-2.5800164, 0.81700224].
",Unknown,1.34684157371521," [-2.0467129, 0.61924386].
",Unknown,1.319413661956787," [-3.4178073, -0.24033962].
",Unknown,1.3080120086669922
 ,DRA+MILP," [-2.506966, 0.66937286].
"," False
"," 2.0760364532470703
"," [-2.5631967, 0.8828583].
"," False
"," 2.0467803478240967
"," [-2.5058012, 1.164774].
"," False
"," 2.0302233695983887
"," [-3.740128, -0.4681335].
"," False
"," 1.8498897552490234
"," [-1.8235309, 1.0192776].
"," False
"," 4.099520921707153
"," [-3.2587032, 0.73586494].
"," False
"," 2.0488667488098145
"," [-2.3337116, 0.92991704].
"," False
"," 2.2290520668029785
"," [-2.362981, 0.62390995].
"," False
"," 1.9122536182403564
"," [-2.351779, 0.9045253].
"," False
"," 1.973754644393921
"," [-2.7184515, 0.37727994].
"," False
"," 1.9895238876342773
"," [-4.537269, -1.8526667].
"," False
"," 1.725928544998169
"," [-2.327582, 1.2359147].
"," False
"," 1.946958065032959
"," [-2.0964918, 0.3571573].
"," False
"," 1.9850752353668213
"," [-1.4541217, 1.8890609].
"," False
"," 5.059452533721924
"," [-2.2270167, 1.2395792].
"," False
"," 2.256476879119873
"," [-2.1740837, 2.0505123].
"," False
"," 6.143401384353638
"," [-2.0712624, 1.1984978].
"," False
"," 3.813359022140503
"," [-2.8888397, 0.7139904].
"," False
"," 1.9404053688049316
"," [-2.548947, 0.29343724].
"," False
"," 1.899763584136963
"," [-5.6669645, -2.6500106].
"," False
"," 1.7705655097961426
"," [-3.5290496, -0.72831714].
"," False
"," 1.8158369064331055
"," [-5.82358, -3.9001808].
"," False
"," 1.779101848602295
"," [-2.0145702, 1.1069912].
"," False
"," 8.17133355140686
"," [-2.328454, 0.78919977].
"," False
"," 2.0673487186431885
"," [-3.3344696, 0.07741768].
"," False
"," 1.9118852615356445
"," [-2.9646642, -0.0055465973].
"," False
"," 1.7827696800231934
"," [-4.7127986, -2.536505].
"," False
"," 1.7435250282287598
"," [-2.5800164, 0.81700224].
"," False
"," 1.9662868976593018
"," [-2.0467129, 0.61924386].
"," False
"," 2.06693172454834
"," [-3.4178073, -0.24033962].
"," False
"," 1.8251721858978271
"
 ,DRA+MILP+Diff(sym)," [-2.506966, 0.66937286].
"," False
"," 2.0423190593719482
"," [-2.5631967, 0.8828583].
"," False
"," 2.130819082260132
"," [-2.5058012, 1.164774].
"," False
"," 2.143052101135254
"," [-3.740128, -0.4681335].
"," False
"," 2.2542755603790283
"," [-1.8235309, 1.0192776].
"," False
"," 7.711743116378784
"," [-3.2587032, 0.73586494].
"," False
"," 2.2469818592071533
"," [-2.3337116, 0.92991704].
"," False
"," 5.144870281219482
"," [-2.362981, 0.62390995].
"," False
"," 1.9972972869873047
"," [-2.351779, 0.9045253].
"," False
"," 2.089719533920288
"," [-2.7184515, 0.37727994].
"," False
"," 2.047956705093384
"," [-4.537269, -1.8526667].
"," False
"," 1.8853626251220703
"," [-2.327582, 1.2359147].
"," False
"," 2.114175796508789
"," [-2.0964918, 0.3571573].
"," False
"," 2.294865608215332
"," [-1.4541217, 1.8890609].
"," False
"," 7.0179173946380615
"," [-2.2270167, 1.2395792].
"," False
"," 8.248173475265503
"," [-2.1740837, 2.0505123].
"," False
"," 24.156198740005493
"," [-2.0712624, 1.1984978].
"," False
"," 5.400373935699463
"," [-2.8888397, 0.7139904].
"," False
"," 2.099198341369629
"," [-2.548947, 0.29343724].
"," False
"," 2.108942747116089
"," [-5.6669645, -2.6500106].
"," False
"," 2.155693531036377
"," [-3.5290496, -0.72831714].
"," False
"," 2.154226303100586
"," [-5.82358, -3.9001808].
"," False
"," 1.8842861652374268
"," [-2.0145702, 1.1069912].
"," False
"," 6.296834707260132
"," [-2.328454, 0.78919977].
"," False
"," 2.858574151992798
"," [-3.3344696, 0.07741768].
"," False
"," 1.9957385063171387
"," [-2.9646642, -0.0055465973].
"," False
"," 2.2503652572631836
"," [-4.7127986, -2.536505].
"," False
"," 1.7709848880767822
"," [-2.5800164, 0.81700224].
"," False
"," 2.0843045711517334
"," [-2.0467129, 0.61924386].
"," False
"," 2.141078233718872
"," [-3.4178073, -0.24033962].
"," False
"," 1.9739055633544922
"
Error=2,DRA," [-2.506966, 0.66937286].
",Unknown,1.3743298053741455," [-2.5631967, 0.8828583].
",Unknown,1.4310972690582275," [-2.5058012, 1.164774].
",Unknown,1.3340728282928467," [-3.740128, -0.4681335].
",Unknown,1.3077425956726074," [-1.8235309, 1.0192776].
",Proved,1.3705074787139893," [-3.2587032, 0.73586494].
",Unknown,1.3826098442077637," [-2.3337116, 0.92991704].
",Unknown,1.287846565246582," [-2.362981, 0.62390995].
",Unknown,1.298243522644043," [-2.351779, 0.9045253].
",Unknown,1.3135902881622314," [-2.7184515, 0.37727994].
",Unknown,1.3396377563476562," [-4.537269, -1.8526667].
",Unknown,1.3169217109680176," [-2.327582, 1.2359147].
",Unknown,1.2870712280273438," [-2.0964918, 0.3571573].
",Unknown,1.2834069728851318," [-1.4541217, 1.8890609].
",Proved,1.3701472282409668," [-2.2270167, 1.2395792].
",Unknown,1.3394572734832764," [-2.1740837, 2.0505123].
",Unknown,1.4032747745513916," [-2.0712624, 1.1984978].
",Unknown,1.358530044555664," [-2.8888397, 0.7139904].
",Unknown,1.3714501857757568," [-2.548947, 0.29343724].
",Unknown,1.3152720928192139," [-5.6669645, -2.6500106].
",Unknown,1.2927262783050537," [-3.5290496, -0.72831714].
",Unknown,1.294450044631958," [-5.82358, -3.9001808].
",Unknown,1.3088147640228271," [-2.0145702, 1.1069912].
",Unknown,1.353668212890625," [-2.328454, 0.78919977].
",Unknown,1.363813877105713," [-3.3344696, 0.07741768].
",Unknown,1.3510913848876953," [-2.9646642, -0.0055465973].
",Unknown,1.2611725330352783," [-4.7127986, -2.536505].
",Unknown,1.2774684429168701," [-2.5800164, 0.81700224].
",Unknown,1.451646327972412," [-2.0467129, 0.61924386].
",Unknown,1.3292031288146973," [-3.4178073, -0.24033962].
",Unknown,1.3366892337799072
 ,DRA+MILP," [-2.506966, 0.66937286].
"," True
"," 709.3526358604431
"," [-2.5631967, 0.8828583].
"," True
"," 139.6811363697052
"," [-2.5058012, 1.164774].
"," True
"," 230.38516664505005
"," [-3.740128, -0.4681335].
"," False
"," 1.9323365688323975
"," [-1.8235309, 1.0192776].
"," True
"," 1.3705074787139893
"," [-3.2587032, 0.73586494].
"," False
"," 2.5243170261383057
"," [-2.3337116, 0.92991704].
"," True
"," 21.467644214630127
"," [-2.362981, 0.62390995].
"," True
"," 10.877216100692749
"," [-2.351779, 0.9045253].
"," True
"," 17.147199630737305
"," [-2.7184515, 0.37727994].
"," False
"," 3.5317718982696533
"," [-4.537269, -1.8526667].
"," False
"," 1.7878451347351074
"," [-2.327582, 1.2359147].
"," True
"," 4.838917016983032
"," [-2.0964918, 0.3571573].
"," True
"," 1.902324914932251
"," [-1.4541217, 1.8890609].
"," True
"," 1.3701472282409668
"," [-2.2270167, 1.2395792].
"," True
"," 2.6622226238250732
"," [-2.1740837, 2.0505123].
"," True
"," 2.2168843746185303
"," [-2.0712624, 1.1984978].
"," True
"," 2.03627872467041
"," [-2.8888397, 0.7139904].
"," False
"," 2.3237929344177246
"," [-2.548947, 0.29343724].
"," False
"," 10.248109340667725
"," [-5.6669645, -2.6500106].
"," False
"," 1.7451889514923096
"," [-3.5290496, -0.72831714].
"," False
"," 1.7876458168029785
"," [-5.82358, -3.9001808].
"," False
"," 1.769167184829712
"," [-2.0145702, 1.1069912].
"," True
"," 2.0708110332489014
"," [-2.328454, 0.78919977].
"," True
"," 4.9796764850616455
"," [-3.3344696, 0.07741768].
"," False
"," 2.3533475399017334
"," [-2.9646642, -0.0055465973].
"," False
"," 3.4591290950775146
"," [-4.7127986, -2.536505].
"," False
"," 1.7344305515289307
"," [-2.5800164, 0.81700224].
"," False
"," 48.298619747161865
"," [-2.0467129, 0.61924386].
"," True
"," 2.244326591491699
"," [-3.4178073, -0.24033962].
"," False
"," 1.8560459613800049
"
 ,DRA+MILP+Diff(sym)," [-2.506966, 0.66937286].
"," True
"," 941.3857281208038
"," [-2.5631967, 0.8828583].
"," True
"," 266.56454157829285
"," [-2.5058012, 1.164774].
"," True
"," 395.89339804649353
"," [-3.740128, -0.4681335].
"," False
"," 2.2208261489868164
"," [-1.8235309, 1.0192776].
"," True
"," 1.3386759757995605
"," [-3.2587032, 0.73586494].
"," False
"," 3.2536354064941406
"," [-2.3337116, 0.92991704].
"," True
"," 31.33448815345764
"," [-2.362981, 0.62390995].
"," True
"," 12.2281174659729
"," [-2.351779, 0.9045253].
"," True
"," 10.653588056564331
"," [-2.7184515, 0.37727994].
"," False
"," 5.6817615032196045
"," [-4.537269, -1.8526667].
"," False
"," 1.941871166229248
"," [-2.327582, 1.2359147].
"," True
"," 10.627174854278564
"," [-2.0964918, 0.3571573].
"," True
"," 2.2821919918060303
"," [-1.4541217, 1.8890609].
"," True
"," 1.368032455444336
"," [-2.2270167, 1.2395792].
"," True
"," 3.4537274837493896
"," [-2.1740837, 2.0505123].
"," True
"," 4.679972171783447
"," [-2.0712624, 1.1984978].
"," True
"," 2.401559352874756
"," [-2.8888397, 0.7139904].
"," False
"," 2.836488962173462
"," [-2.548947, 0.29343724].
"," False
"," 11.528748512268066
"," [-5.6669645, -2.6500106].
"," False
"," 1.9910664558410645
"," [-3.5290496, -0.72831714].
"," False
"," 2.0396175384521484
"," [-5.82358, -3.9001808].
"," False
"," 1.8744797706604004
"," [-2.0145702, 1.1069912].
"," True
"," 3.7773776054382324
"," [-2.328454, 0.78919977].
"," True
"," 8.78083062171936
"," [-3.3344696, 0.07741768].
"," False
"," 2.9233338832855225
"," [-2.9646642, -0.0055465973].
"," False
"," 2.568955898284912
"," [-4.7127986, -2.536505].
"," False
"," 1.766486406326294
"," [-2.5800164, 0.81700224].
"," False
"," 89.7713270187378
"," [-2.0467129, 0.61924386].
"," True
"," 2.46805477142334
"," [-3.4178073, -0.24033962].
"," False
"," 2.0136635303497314
"
Error=4,DRA," [-2.506966, 0.66937286].
",Proved,1.3660008907318115," [-2.5631967, 0.8828583].
",Proved,1.3710534572601318," [-2.5058012, 1.164774].
",Proved,1.3350000381469727," [-3.740128, -0.4681335].
",Proved,1.3772873878479004," [-1.8235309, 1.0192776].
",Proved,1.4076709747314453," [-3.2587032, 0.73586494].
",Proved,1.4284262657165527," [-2.3337116, 0.92991704].
",Proved,1.4049267768859863," [-2.362981, 0.62390995].
",Proved,1.3410465717315674," [-2.351779, 0.9045253].
",Proved,1.3671011924743652," [-2.7184515, 0.37727994].
",Proved,1.3169498443603516," [-4.537269, -1.8526667].
",Unknown,1.305060863494873," [-2.327582, 1.2359147].
",Proved,1.2860438823699951," [-2.0964918, 0.3571573].
",Proved,1.309128761291504," [-1.4541217, 1.8890609].
",Proved,1.3518755435943604," [-2.2270167, 1.2395792].
",Proved,1.338360071182251," [-2.1740837, 2.0505123].
",Proved,1.394974946975708," [-2.0712624, 1.1984978].
",Proved,1.3493776321411133," [-2.8888397, 0.7139904].
",Proved,1.3722712993621826," [-2.548947, 0.29343724].
",Proved,1.3153493404388428," [-5.6669645, -2.6500106].
",Unknown,1.2615833282470703," [-3.5290496, -0.72831714].
",Proved,1.3107540607452393," [-5.82358, -3.9001808].
",Unknown,1.2873551845550537," [-2.0145702, 1.1069912].
",Proved,1.3122754096984863," [-2.328454, 0.78919977].
",Proved,1.372265338897705," [-3.3344696, 0.07741768].
",Proved,1.3425357341766357," [-2.9646642, -0.0055465973].
",Proved,1.294990062713623," [-4.7127986, -2.536505].
",Unknown,1.2979316711425781," [-2.5800164, 0.81700224].
",Proved,1.3208982944488525," [-2.0467129, 0.61924386].
",Proved,1.3088898658752441," [-3.4178073, -0.24033962].
",Proved,1.3327596187591553
 ,DRA+MILP," [-2.506966, 0.66937286].
"," True
"," 1.3685872554779053
"," [-2.5631967, 0.8828583].
"," True
"," 1.3710534572601318
"," [-2.5058012, 1.164774].
"," True
"," 1.3788766860961914
"," [-3.740128, -0.4681335].
"," True
"," 1.322920560836792
"," [-1.8235309, 1.0192776].
"," True
"," 1.3812050819396973
"," [-3.2587032, 0.73586494].
"," True
"," 1.39597749710083
"," [-2.3337116, 0.92991704].
"," True
"," 1.4049267768859863
"," [-2.362981, 0.62390995].
"," True
"," 1.3137710094451904
"," [-2.351779, 0.9045253].
"," True
"," 1.353806495666504
"," [-2.7184515, 0.37727994].
"," True
"," 1.4139962196350098
"," [-4.537269, -1.8526667].
"," False
"," 3.369420289993286
"," [-2.327582, 1.2359147].
"," True
"," 1.2860438823699951
"," [-2.0964918, 0.3571573].
"," True
"," 1.309128761291504
"," [-1.4541217, 1.8890609].
"," True
"," 1.3518755435943604
"," [-2.2270167, 1.2395792].
"," True
"," 1.338360071182251
"," [-2.1740837, 2.0505123].
"," True
"," 1.394974946975708
"," [-2.0712624, 1.1984978].
"," True
"," 1.330127477645874
"," [-2.8888397, 0.7139904].
"," True
"," 1.3722712993621826
"," [-2.548947, 0.29343724].
"," True
"," 1.3246870040893555
"," [-5.6669645, -2.6500106].
"," False
"," 1.7341015338897705
"," [-3.5290496, -0.72831714].
"," True
"," 1.3107540607452393
"," [-5.82358, -3.9001808].
"," False
"," 1.742978811264038
"," [-2.0145702, 1.1069912].
"," True
"," 1.3122754096984863
"," [-2.328454, 0.78919977].
"," True
"," 1.361647605895996
"," [-3.3344696, 0.07741768].
"," True
"," 1.3086926937103271
"," [-2.9646642, -0.0055465973].
"," True
"," 1.2940714359283447
"," [-4.7127986, -2.536505].
"," False
"," 1.875363826751709
"," [-2.5800164, 0.81700224].
"," True
"," 1.3293018341064453
"," [-2.0467129, 0.61924386].
"," True
"," 1.3088898658752441
"," [-3.4178073, -0.24033962].
"," True
"," 1.3189353942871094
"
